38.873544,37.965357,38.322862,37.851031,38.597375,38.636279,38.949222,38.540059,38.067282,39.566679,39.232169,40.688708,40.688686,40.583089,40.511992,40.519860,41.017267,41.619162,41.354333,42.523751,42.791154,41.630671,42.480465,42.893382,42.716591,43.729637,43.730466,44.255986,43.966416,44.642221,44.040280,44.886478,44.093845,45.042752,44.858848,45.101687,45.591905,46.523606,46.104498,45.937066,45.082395,43.907540,44.305461,44.026845,44.710970,45.788120,46.147721,47.260220,46.079632,47.416104,47.228265,46.865810,47.458273,47.544031,48.066327,48.051261,48.315143,48.381723,49.647990,52.503402,51.917419,52.825628,52.584465,52.702620,53.375709,53.813282,54.252207,55.360214,54.700731,55.953126,55.695495,56.025382,56.095350,56.408232,56.955748,57.607234,56.863663,57.735283,56.668211,57.331856,57.139854,57.355553,57.898541,57.692811,58.291244,58.337785,58.365762,59.220882,59.126888,60.127378,60.976511,61.360766,60.872731,61.356321,60.210814,58.343386,59.351017,58.933289,59.181377,58.981816,59.128685,58.902671,58.944944,58.774587
39.248728,38.421413,38.749859,38.023362,38.896377,39.117084,39.393795,39.044102,38.513967,39.922974,39.802369,41.182558,41.120467,41.198497,41.017229,40.979181,41.382716,41.957480,41.742470,42.950442,43.082007,42.204018,42.879436,43.403770,43.152576,44.059165,43.965150,44.670692,44.455330,44.977157,44.204008,45.237867,44.430934,45.337289,45.216716,45.406475,45.892965,46.738444,46.306238,46.235614,45.343642,44.015302,44.385426,44.092959,44.608911,45.755776,46.099526,47.257834,45.948433,47.313690,47.121287,46.600415,47.264664,47.262933,47.881491,47.941592,48.061692,48.033537,49.311388,52.105776,51.499859,52.396164,52.239549,52.330751,52.845386,53.411333,53.844727,54.906003,54.153826,55.491369,55.081282,55.412887,55.429166,55.885730,56.419233,56.860683,56.302535,57.058549,55.898317,56.669344,56.413113,56.543694,57.105953,56.825201,57.582705,57.568901,57.653687,58.584044,58.344214,59.409772,60.296483,60.534580,60.022814,60.597411,59.351257,57.514492,58.652375,58.069776,58.348077,58.037283,58.296623,57.992100,58.257543,57.834485
39.137092,38.439149,38.643776,38.103107,38.717961,38.954872,39.435198,39.085380,38.363867,39.804215,39.778712,41.094275,40.951733,41.106595,40.964255,40.787022,41.250038,41.867927,41.753286,42.757316,42.907890,42.065477,42.871312,43.244975,43.021147,43.954699,43.887325,44.446193,44.142050,44.902905,44.311508,45.140079,44.390190,45.237133,45.025799,45.326814,45.872787,46.709534,46.214128,46.056374,45.210666,43.887742,44.314730,43.826737,44.275730,45.525855,45.840628,47.138904,45.737500,47.010948,46.929492,46.413643,46.955411,47.017604,47.593676,47.646461,47.838156,47.563811,49.012602,51.571813,51.065296,52.115781,51.905015,51.845845,52.404975,52.873641,53.369434,54.337392,53.708146,55.021023,54.485215,54.849061,54.841514,55.419970,55.780268,56.280201,55.664337,56.398141,55.293778,56.137186,55.800943,55.853207,56.485475,56.300348,56.941331,56.730164,57.050027,57.843382,57.731347,58.605330,59.463815,59.861936,59.305002,59.800737,58.550441,56.827974,58.032162,57.359702,57.589726,57.338922,57.487944,57.349697,57.571229,57.114063
38.306984,37.615494,37.749336,37.270126,37.898560,38.123248,38.763074,38.161328,37.674824,38.948790,38.944206,40.406678,40.134915,40.254605,40.005318,40.085490,40.278825,40.965132,40.933650,41.844217,41.970601,41.191065,41.928029,42.211283,42.082100,43.121682,42.899488,43.734706,43.438849,43.854419,43.191055,44.084678,43.466653,44.151910,44.165107,44.241156,44.887144,45.808097,45.096610,44.996536,44.064905,43.037907,43.400823,42.984268,43.526092,44.659898,44.860430,46.163929,44.947726,45.992454,46.154858,45.626435,46.325447,46.152040,46.717374,46.798206,46.843525,46.780124,48.151270,50.754937,50.231816,51.427547,51.242392,51.067506,51.698157,52.401851,52.678775,53.637957,53.115309,54.242016,53.688705,54.398473,54.182204,54.695917,55.041452,55.660167,55.009888,55.766099,54.704491,55.513394,55.241948,55.394449,55.755646,55.519387,56.371870,55.964510,56.608319,57.383090,57.120189,58.090691,58.972641,59.328138,58.690924,59.221643,57.853261,56.283576,57.330672,56.934687,56.986468,56.746859,57.059910,56.951133,57.036571,56.596407
36.803462,35.875982,36.223839,35.943111,36.819640,36.606223,36.803114,36.545426,36.248605,37.533057,37.230143,38.707933,38.801867,38.475981,38.633324,38.648553,38.785072,39.598666,39.069051,40.718714,40.604283,39.496442,40.395458,40.680712,40.822604,41.929565,42.064329,42.298343,42.159328,42.414938,42.208031,42.910543,42.057216,43.137177,42.914150,43.172140,43.646877,44.833959,44.506541,43.915927,43.084304,42.409536,42.558409,42.677824,43.265825,44.331900,44.195079,45.545100,44.685660,45.980582,45.755922,45.374281,46.173243,46.083787,46.387244,46.276430,46.780484,46.945682,48.099644,50.740067,50.240534,51.240186,51.023903,50.933882,52.010225,52.376423,52.520912,53.517678,52.989512,54.195566,54.208600,54.349623,54.475131,54.631766,55.144958,56.056153,54.901466,55.853542,54.861769,55.558912,55.226203,55.968880,55.967340,55.855117,56.375820,56.246532,56.474807,57.045302,57.006058,58.158572,59.022852,59.622046,59.091063,59.342722,58.143387,56.327920,57.116372,57.147350,57.134062,57.110758,56.996850,57.022256,56.609480,56.881201
37.848699,36.807793,37.334338,36.732087,37.794908,37.506360,37.753498,37.439048,37.181623,38.528185,38.212125,39.681479,39.673261,39.612718,39.339384,39.752636,39.965654,40.588716,40.124734,41.503941,41.762926,40.572979,41.419891,41.828125,41.886390,42.892145,42.798597,43.289834,42.950610,43.632502,43.175308,43.972898,43.138917,44.179510,43.888279,44.354156,44.654766,45.602270,45.304960,44.930620,44.142845,43.049165,43.549552,43.454159,43.961057,44.965506,45.319906,46.156604,45.475706,46.483415,46.401671,45.964601,46.482597,46.686060,47.072649,47.024440,47.229816,47.546545,48.592822,51.262681,50.563648,51.414676,51.118922,51.401317,52.201279,52.298994,52.690630,53.734678,52.999590,54.294060,54.083751,54.343635,54.504939,54.600992,55.239402,55.981617,55.071568,55.858899,54.953153,55.419288,55.204871,55.732931,55.957324,55.522281,56.311483,56.223520,56.123635,57.092754,56.824157,57.875317,58.997860,59.172050,58.737986,59.165977,58.090686,56.052319,56.903829,56.773381,57.145122,56.942950,56.706106,56.711333,56.439610,56.649470
38.106139,36.985256,37.748101,37.532909,38.713835,37.997183,38.038107,38.153875,37.702397,39.479848,38.779422,40.357578,40.378385,40.415899,39.838326,40.467801,40.718550,41.183997,40.711743,42.047009,42.706776,41.171458,42.216603,42.458303,43.272705,44.268483,44.243330,44.368729,43.910218,44.924417,45.600379,45.073310,44.371897,45.969810,45.134718,45.943176,46.184311,47.624805,47.413240,46.687322,45.877081,45.334470,45.186621,45.643646,46.414056,46.938211,47.559468,48.422491,47.789549,48.562306,48.333031,48.939019,48.303589,49.164518,48.938302,48.889459,49.293426,49.843122,50.472734,53.405135,52.219811,53.468807,52.607836,53.023806,54.057628,53.355120,54.274248,55.082405,54.408829,55.352113,55.754067,55.460504,56.439350,55.627649,56.447798,57.356657,56.138482,56.372414,55.838635,56.494957,56.158044,56.934103,56.960112,56.952173,57.206009,56.822177,56.469712,57.450858,57.380981,57.664082,59.514332,59.655787,59.721779,59.321815,58.921492,56.596779,57.050758,57.096313,56.997810,57.505151,56.825390,56.889407,56.121011,57.257267
38.126825,37.091911,37.765827,37.642171,38.538795,37.837866,38.047283,38.124067,37.700351,39.197162,38.785712,40.243542,40.285104,40.190188,39.922663,40.237910,40.638602,41.138609,40.678788,41.971572,42.602867,41.254462,42.090733,42.515641,42.992778,43.917184,43.698834,44.200247,43.860877,44.580305,44.771549,44.758025,44.078063,45.500858,44.866803,45.352056,45.662395,47.071116,46.865754,46.401359,45.447303,44.739032,44.827749,45.064991,45.737061,46.595363,47.114724,47.965361,47.163245,48.416206,47.988324,48.150436,47.988688,48.517373,48.851074,48.618923,49.173284,49.428657,50.287121,53.572381,52.595583,53.503425,52.985355,53.466301,54.447100,54.055558,54.861703,55.900974,55.009686,56.151437,56.411120,56.255496,56.997772,56.799660,57.551033,58.369315,57.203520,57.604094,57.022245,57.693654,57.611492,58.056417,58.372051,58.083998,58.498959,58.433898,58.218410,59.062669,59.246658,59.762721,61.158141,61.361683,61.159101,61.217352,60.418196,58.317328,58.822007,59.029895,59.115891,59.004698,59.083450,58.700140,58.356747,58.979012
38.638119,37.709663,38.053452,37.905593,38.917513,38.473619,38.668544,38.305746,37.924204,39.797755,39.029424,40.461081,40.588827,40.161173,40.475456,40.418722,41.136331,41.714274,40.798587,42.557684,43.083270,41.482417,42.527872,42.915788,43.080801,44.127189,43.945830,44.378171,43.942136,44.855867,44.898516,45.143603,44.351893,45.767037,45.080468,45.622974,46.062848,47.183944,47.032443,46.449640,45.659267,44.619707,44.967362,44.824436,45.584880,46.578435,47.128632,48.193985,46.801876,48.515024,48.029773,47.982773,48.193681,48.488876,48.990247,48.533578,49.183506,49.436087,50.517005,53.867915,52.845355,53.727585,53.255744,53.541993,54.632425,54.461782,55.200286,56.292359,55.236473,56.728947,56.790344,56.998752,57.278888,57.192768,57.921427,58.613641,57.512478,58.435842,57.518199,58.145347,57.942060,58.221771,58.832132,58.748260,59.043220,59.279360,58.717930,59.682701,59.867234,60.592053,61.617710,62.035320,61.716080,62.114963,61.222702,58.985655,59.840819,59.598716,59.865963,60.027765,59.798978,59.423682,59.156967,59.423668
38.777437,37.897298,38.299066,37.530984,38.595770,38.635966,38.652296,38.305818,37.968771,39.553657,39.037048,40.441984,40.721136,40.376090,40.454950,40.445647,41.140001,41.619584,40.900154,42.680893,42.802332,41.436675,42.273814,42.803547,42.548271,43.662030,43.655376,44.274510,44.072313,44.600840,43.813763,44.908953,44.057828,45.054127,44.886742,45.070675,45.363503,46.201561,46.148774,45.848050,45.071907,43.654350,44.137761,43.835334,44.261250,45.526293,45.929817,46.786703,45.628027,47.157809,46.733568,46.303767,46.960914,47.043371,47.646263,47.456625,47.667140,47.957474,49.047836,51.992416,51.220164,51.937539,51.744560,51.952415,52.544782,52.930461,53.366347,54.504218,53.622372,55.078540,54.844752,55.054699,55.140167,55.294493,56.047106,56.484554,55.892108,56.897425,55.594648,55.889829,55.864192,56.037459,56.780663,56.469596,56.924533,57.408699,56.953132,57.921980,57.773618,58.901998,59.724724,59.857877,59.514964,60.296344,59.211056,56.954135,58.082257,57.547967,57.852592,57.780372,57.785589,57.576226,57.543968,57.295664
